id,rle_mask
a8e3c96ae3,1 71 102 71 203 71 304 72 405 72 506 72 607 73 708 73 809 73 910 73 1011 73 1112 72 1213 72 1314 72 1415 72 1516 72 1617 72 1718 72 1819 73 1920 73 2021 73 2122 72 2223 71 2324 67 2425 64 2526 63 2627 63 2728 62 2829 63 2930 63 3031 64 3132 64 3233 64 3334 64 3435 63 3536 62 3637 60 3738 59 3839 57 3940 55 4041 53 4142 51 4243 48 4344 47 4445 45 4546 44 4647 42 4748 41 4849 40 4950 39 5051 38 5152 37 5253 35 5354 34 5455 32 5556 29 5657 26 5758 23 5859 17 5960 13 6061 11 6162 8 6263 6 6364 5 6465 3
0d3e8f9868,1 20 102 20 203 20 304 19 405 18 506 17 607 17 708 16 809 15 910 14 1011 13 1112 12 1213 11 1314 10 1415 10 1516 9 1617 9 1718 9 1819 8 1920 8 2021 7 2122 7 2223 7 2324 6 2425 6 2526 6 2627 6 2728 5 2829 5 2930 6 3031 6 3132 6 3233 6 3334 7 3435 7 3536 7 3637 7 3738 7 3839 7 3940 7 4041 6 4142 5 4243 5 4344 4 4445 4 4546 3 4647 2 4748 1 9697 1 9798 2 9899 3 10000 4 10101 4
a7c9f89610,1 4341 4344 96 4445 86 4546 81 4647 78 4748 74 4849 71 4950 63 5051 60 5152 55 5253 52 5354 48 5455 45 5556 38 5657 35 5758 31 5859 28 5960 25 6061 22 6162 20 6263 19 6364 17 6465 15 6566 13 6667 11 6768 8 6869 6 6970 4 7071 3 7172 1
b1cb5be1ce,
597a8f0a20,18 84 121 82 224 80 331 74 439 67 543 64 647 61 753 56 858 52 963 48 1068 44 1177 36 1280 34 1386 29 1504 12
1b01a457d9,1 591 607 79 708 63 809 58 910 48 1011 44 1112 40 1213 38 1314 37 1415 37 1516 36 1617 36 1718 37 1819 37 1920 37 2021 36 2122 35 2223 34 2324 33 2425 33 2526 33 2627 34 2728 35 2829 36 2930 37 3031 37 3132 37 3233 38 3334 38 3435 38 3536 38 3637 39 3738 39 3839 39 3940 39 4041 39 4142 39 4243 39 4344 39 4445 39 4546 39 4647 39 4748 39 4849 39 4950 39 5051 39 5152 39 5253 39 5354 39 5455 39 5556 39 5657 38 5758 39 5859 39 5960 38 6061 38 6162 38 6263 36 6364 34 6465 33 6566 32 6667 30 6768 28 6869 26 6970 23 7071 21 7172 19 7273 18 7374 17 7475 16 7576 15 7677 15 7778 14 7879 14 7980 13 8081 12 8182 11 8283 8
79f1ed9ebd,1 2321 2324 93 2425 90 2526 85 2627 80 2728 71 2829 68 2930 63 3031 60 3132 56 3233 54 3334 52 3435 50 3536 49 3637 47 3738 46 3839 44 3940 41 4041 38 4142 34 4243 31 4344 29 4445 28 4546 26 4647 25 4748 23 4849 21 4950 19 5051 16 5152 11 5253 9 5354 5 5455 2
08ea9862c9,7 95 107 96 206 4946 5160 93 5269 85 5375 80 5479 77 5583 74 5686 72 5788 71 5891 69 5994 67 6097 65 6201 62 6305 59 6408 57 6514 52 6619 48 6723 45 6830 39 6934 36 7037 34 7140 32 7243 30 7346 28 7450 25 7553 23 7656 21 7759 19 7862 17 7965 15 8069 12 8172 10 8275 8 8377 7 8479 6 8582 4
bf9963c402,28 74 128 75 228 76 329 76 429 77 529 78 630 78 730 79 831 79 931 80 1032 80 1132 81 1232 82 1333 82 1433 83 1533 84 1633 85 1733 86 1833 87 1933 88 2033 89 2133 90 2232 92 2332 93 2432 94 2532 95 2632 96 2732 97 2832 98 2931 7271
1fca9e9479,5453 2 5551 5 5649 8 5747 11 5845 14 5943 17 6041 20 6140 22 6238 25 6336 28 6434 31 6533 33 6632 35 6730 38 6829 40 6929 41 7029 42 7129 43 7229 44 7329 45 7429 46 7530 46 7630 47 7730 48 7830 49 7929 51 8028 53 8127 55 8226 57 8325 59 8424 61 8523 63 8622 65 8721 67 8819 70 8918 72 9015 76 9113 79 9209 84 9306 88 9404 91 9503 93 9601 96 9700 502
04fe99f3e4,
927c12b972,29 73 126 77 223 81 318 87 414 92 509 7168 7685 9 7705 73 7859 13 7877 2
a5ae14f500,3535 1 3629 8 3723 15 3817 22 3915 25 4015 26 4114 28 4212 31 4310 34 4409 36 4508 38 4607 40 4707 41 4807 42 4907 43 5007 44 5106 46 5206 47 5306 48 5407 48 5508 48 5608 49 5709 49 5809 50 5909 51 6010 51 6110 52 6211 52 6311 53 6412 53 6512 54 6613 54 6713 55 6814 55 6914 56 7015 56 7116 56 7216 57 7317 57 7419 56 7520 56 7622 55 7725 53 7829 50 7933 47 8038 43 8142 40 8246 37 8349 35 8451 34 8554 32 8656 31 8758 30 8860 29 8963 27 9065 26 9168 24 9272 21 9377 17 9481 14 9586 10 9692 5
68cd094920,
5f1e22d81c,1 52 102 52 203 52 304 52 405 52 506 52 607 51 708 51 809 51 910 51 1011 50 1112 50 1213 50 1314 50 1415 50 1516 49 1617 49 1718 48 1819 47 1920 47 2021 46 2122 46 2223 45 2324 45 2425 44 2526 44 2627 44 2728 44 2829 44 2930 43 3031 43 3132 43 3233 42 3334 42 3435 41 3536 40 3637 40 3738 39 3839 38 3940 37 4041 35 4142 34 4243 33 4344 32 4445 30 4546 29 4647 28 4748 26 4849 25 4950 24 5051 22 5152 20 5253 18 5354 15 5455 11 5556 6 5657 1
89a4b40e09,
03b8f5bfa7,4849 15 4876 10 4950 41 5051 46 5152 58 5253 67 5354 70 5455 73 5556 79 5657 85 5758 91 5859 95 5960 4242
89cb80c596,8990 1 9091 2 9192 2 9293 3 9394 3 9495 4 9596 4 9697 4 9798 4 9899 4 10000 5 10101 5
af3015e30b,2323 1 2421 4 2521 5 2621 6 2721 7 2821 8 2921 9 3021 10 3122 10 3222 11 3323 11 3424 11 3525 11 3625 12 3726 12 3827 12 3928 12 4029 12 4130 12 4230 13 4331 13 4432 13 4533 13 4634 13 4735 13 4836 13 4936 14 5037 14 5138 14 5239 14 5339 15 5440 15 5541 15 5641 16 5742 16 5842 17 5942 18 6043 18 6143 19 6243 20 6344 20 6444 21 6545 21 6645 22 6745 23 6846 23 6946 24 7046 25 7147 25 7248 25 7348 26 7449 26 7550 26 7650 27 7751 27 7851 28 7952 28 8052 29 8153 29 8253 30 8353 31 8452 33 8552 34 8651 36 8750 38 8849 40 8949 41 9050 41 9151 41 9252 41 9353 41 9455 40 9556 40 9659 38 9761 37 9864 35 9967 33 10069 32 10171 31
9a4c770131,4445 9 4474 13 4546 51 4647 58 4748 68 4849 81 4950 91 5051 5151
ce900e9c54,3131 1 3228 5 3327 7 3424 11 3523 13 3622 15 3720 18 3819 20 3917 23 4015 26 4112 30 4211 32 4311 33 4412 33 4513 33 4615 32 4717 31 4819 30 4920 30 5021 30 5122 30 5222 31 5323 31 5423 32 5523 33 5623 34 5723 35 5823 36 5923 37 6023 38 6124 38 6224 39 6325 39 6425 40 6526 40 6627 40 6727 41 6828 41 6929 41 7030 41 7131 41 7233 40 7334 40 7436 39 7538 38 7640 37 7742 36 7843 36 7944 36 8045 36 8147 35 8248 35 8350 34 8451 34 8553 33 8654 33 8755 33 8856 33 8958 32 9060 31 9162 30 9264 29 9365 29 9467 28 9568 28 9669 28 9770 28 9871 28 9971 29 10072 29 10173 29
950defdb1e,
8518809291,
d2b9a9beea,9899 2 10000 5 10101 6
54319ceb3d,1 98 102 98 203 98 304 98 405 97 506 97 607 98 708 98 809 99 910 2524 3435 99 3536 98 3637 98 3738 98 3839 98 3940 97 4041 97 4142 98 4243 98 4344 97 4445 97 4546 96 4647 95 4748 94 4849 93 4950 92 5051 90 5152 87 5253 85 5354 81 5455 80 5556 78 5657 77 5758 76 5859 75 5960 73 6061 72 6162 70 6279 43 6391 14
d57d30d6a1,
1008a41c55,
8c25a010a8,
ac3e753207,
a1f51211b1,1 6262 6264 100 6367 98 6470 96 6572 95 6673 95 6774 95 6875 95 6976 95 7077 95 7177 96 7277 97 7377 98 7477 99 7577 100 7680 98 7784 95 7887 93 7990 91 8093 89 8196 87 8300 85 8403 84 8505 84 8607 85 8709 84 8810 83 8910 83 9010 83 9110 84 9209 86 9308 88 9407 90 9505 93 9603 599
f3bcec6b35,
0da24cf72a,1 60 102 61 203 63 304 65 405 67 506 70 607 74 708 79 809 83 910 86 1011 88 1110 94 1207 8995
d0eaa2adbe,
f1f051d549,65 37 166 37 266 38 366 39 466 40 565 42 663 45 762 47 862 48 961 50 1061 51 1159 54 1257 57 1356 59 1455 61 1553 64 1652 66 1752 67 1848 72 1947 74 2048 74 2148 75 2249 75 2349 76 2450 76 2550 77 2650 78 2750 79 2850 80 2950 81 3050 82 3150 83 3251 83 3346 2 3351 84 3446 4 3452 84 3547 3 3553 84 3648 2 3654 84 3756 83 3857 83 3958 83 4059 83 4161 82 4262 82 4363 82 4464 82 4566 81 4667 81 4768 81 4869 81 4970 81 5071 81 5171 82 5272 82 5373 82 5474 82 5574 83 5675 83 5775 84 5875 85 5976 85 6076 86 6176 87 6276 88 6374 91 6473 93 6574 93 6674 94 6774 95 6874 96 6974 97 7074 98 7175 98 7276 98 7377 98 7478 98 7578 99 7680 98 7781 98 7882 98 7983 98 8085 97 8186 97 8287 97 8388 97 8490 96 8591 96 8692 96 8794 95 8895 95 8997 94 9099 93 9201 92 9303 91 9405 90 9505 91 9606 91 9707 91 9808 91 9909 91 10010 91 10111 91
dff67697cb,
0e36eb125b,40 62 142 61 246 58 352 53 456 50 560 47 664 44 769 40 873 37 980 31 1083 29 1187 26 1291 23 1394 21 1496 20 1600 17 1703 15 1806 13 1909 11 2014 7 2118 4
d0df1a121f,
9b095d1144,1 14 102 14 203 14 304 14 405 14 506 14 607 14 708 14 809 14 910 14 1011 14 1112 14 1213 14 1314 14 1415 14 1516 14 1617 14 1718 14 1819 14 1920 13 2021 13 2122 12 2223 12 2324 11 2425 10 2526 9 2627 8 2728 7 2829 7 2930 6 3031 6 3132 5 3233 5 3334 4 3435 4 3536 3 3637 3 3738 3 3839 3 3940 3 4041 3 4142 4 4243 4 4344 4 4445 4 4546 4 4647 4 4748 4 4849 5 4950 5 5051 5 5152 6 5253 6 5354 6 5455 7 5556 8 5657 8 5758 9 5859 10 5960 10 6061 11 6162 12 6263 12 6364 13 6465 13 6566 14 6667 14 6768 15 6869 15 6970 15 7071 16 7172 16 7273 16 7374 17 7475 17 7576 18 7677 18 7778 19 7879 19 7980 20 8081 21 8182 21 8283 22 8384 23 8485 24 8586 25 8687 25 8788 27 8889 28 8990 29 9091 29 9192 30 9293 30 9394 30 9495 31 9596 31 9697 31 9798 31 9899 31 10000 31 10101 31
2b4dbfc252,
64d66aa587,
37949f5dd0,
13be34d712,
ab21118871,46 56 147 56 248 56 350 55 451 55 553 54 654 54 755 54 857 53 958 53 1059 53 1161 52 1262 52 1363 52 1464 52 1565 52 1667 51 1768 51 1870 50 1971 50 2073 49 2174 49 2276 48 2378 47 2480 46 2582 45 2684 44 2785 44 2887 43 2988 43 3090 42 3192 41 3294 40 3396 39 3498 38 3601 36 3702 36 3804 35 3906 34 4008 33 4110 32 4212 31 4313 31 4415 30 4516 30 4618 29 4719 29 4821 28 4922 28 5024 27 5126 26 5228 25 5330 24 5431 24 5533 23 5634 23 5736 22 5837 22 5939 21 6041 20 6143 19 6245 18 6347 17 6449 16 6552 14 6654 13 6757 11 6859 10 6961 9 7063 8 7165 7 7267 6 7370 4 7472 3 7574 2
49fafe3b60,5556 12 5657 17 5758 21 5859 25 5960 27 6061 29 6162 32 6263 34 6364 36 6465 39 6566 42 6667 46 6768 49 6869 51 6970 52 7071 54 7172 55 7273 57 7374 61 7475 65 7576 69 7677 71 7778 76 7879 80 7980 83 8081 85 8182 87 8283 88 8384 89 8485 91 8586 92 8687 94 8788 97 8889 1313
754d4e98a5,1 19 102 19 203 19 304 19 405 19 506 19 607 19 708 19 809 19 910 20 1011 20 1112 21 1213 21 1314 22 1415 22 1516 23 1617 23 1718 24 1819 25 1920 25 2021 26 2122 28 2223 29 2324 30 2425 30 2526 31 2627 32 2728 33 2829 33 2930 34 3031 34 3132 34 3233 35 3334 36 3435 37 3536 38 3637 38 3738 39 3839 39 3940 39 4041 39 4142 39 4243 39 4344 39 4445 39 4546 39 4647 39 4748 39 4849 38 4950 38 5051 38 5152 37 5253 37 5354 37 5455 37 5556 37 5657 37 5758 37 5859 37 5960 37 6061 36 6162 36 6263 35 6364 35 6465 34 6566 34 6667 33 6768 32 6869 31 6970 30 7071 30 7172 29 7273 28 7374 28 7475 27 7576 27 7677 26 7778 26 7879 26 7980 25 8081 25 8182 25 8283 25 8384 25 8485 25 8586 25 8687 24 8788 23 8889 22 8990 21 9091 20 9192 19 9293 18 9394 18 9495 17 9596 17 9697 17 9798 17 9899 16 10000 16 10101 16
ab5f39fa08,28 74 129 74 229 75 329 76 427 79 525 82 625 83 725 84 825 85 925 86 1024 88 1124 89 1223 91 1322 93 1418 8784
f2292656d5,
d84ed53d33,
9868dcfa42,54 48 155 48 257 47 359 46 461 45 563 44 665 43 766 43 868 42 969 42 1069 43 1170 43 1270 44 1371 44 1472 44 1573 44 1675 43 1778 41 1880 40 1981 40 2083 39 2184 39 2284 40 2384 41 2484 42 2585 42 2685 43 2786 43 2887 43 2989 42 3091 41 3193 40 3295 39 3397 38 3498 38 3600 37 3701 37 3802 37 3904 36 4005 36 4106 36 4206 37 4307 37 4407 38 4508 38 4609 38 4710 38 4811 38 4913 37 5014 37 5115 37 5216 37 5317 37 5418 37 5519 37 5620 37 5721 37 5822 37 5924 36 6027 34 6129 33 6231 32 6332 32 6433 32 6534 32 6636 31 6737 31 6839 30 6940 30 7042 29 7144 28 7245 28 7347 27 7448 27 7549 27 7650 27 7750 28 7850 29 7950 30 8050 31 8149 33 8249 34 8349 35 8449 36 8551 35 8654 33 8757 31 8860 29 8962 28 9064 27 9166 26 9268 25 9370 24 9472 23 9574 22 9676 21 9778 20 9880 19 9981 19 10082 19 10182 20
83f8ae854e,1 71 102 72 203 72 304 74 405 75 506 78 607 80 708 84 809 87 910 89 1011 90 1112 90 1213 91 1314 91 1415 92 1516 94 1617 96 1718 100 1819 8383
f5d0bc1b0d,
daa44f92ec,1 303 335 26 366 37 440 7 454 2 489 4
a48d0b7d22,
b1cc24274f,1 8508 8514 93 8626 39 8672 36 8731 33 8776 10 8788 20 8838 27 8879 4 8889 20 8944 22 8990 20 9050 17 9091 20 9155 12 9192 20 9295 17 9397 14 9499 12 9604 5
e66b194457,60 42 162 41 264 40 366 39 469 37 571 36 673 35 775 34 877 33 979 32 1083 29 1186 27 1288 26 1389 26 1491 25 1592 25 1694 24 1795 24 1897 23 1999 22 2101 21 2204 19 2307 17 2410 15 2512 14 2615 10 2717 8 2819 6 8518 9 8617 16 8717 21 8817 25 8918 27 9018 30 9117 33 9217 36 9318 38 9418 42 9518 47 9619 51 9719 55 9821 56 9922 58 10024 58 10125 59
02ff065ed6,
61934728ec,1 42 71 3 102 45 172 2 203 48 304 53 405 57 471 3 506 70 607 71 708 76 809 80 910 87 1011 91 1112 96 1213 100 1314 8888
8e0c252445,5530 20 5626 31 5723 35 5822 37 5922 38 6022 39 6122 40 6223 40 6309 5 6323 41 6377 4 6405 12 6423 42 6476 12 6502 17 6522 44 6575 17 6600 67 6674 94 6772 3430
739c26298f,1 21 102 21 203 21 304 22 405 22 506 22 608 21 710 20 811 21 913 21 1015 21 1117 23 1219 23 1323 22 1426 22 1530 22 1633 22 1736 22 1840 22 1943 22 2045 22 2147 21 2248 22 2349 22 2450 22 2552 21 2653 22 2755 21 2857 21 2959 21 3061 21 3161 23 3260 25 3359 26 3459 26 3560 25 3660 25 3761 24 3861 25 3961 26 4061 27 4162 28 4263 30 4364 31 4465 31 4566 32 4667 32 4768 32 4869 32 4969 34 5069 35 5169 36 5269 38 5370 38 5471 38 5572 38 5673 38 5773 40 5873 42 5972 45 6072 48 6171 53 6270 57 6370 59 6469 62 6566 67 6667 69 6768 69 6869 70 6970 70 7071 70 7172 70 7273 70 7374 70 7475 70 7576 71 7677 71 7778 70 7879 70 7980 70 8081 70 8182 70 8283 70 8384 70 8485 71 8586 72 8687 73 8788 75 8889 76 8990 77 9091 79 9192 80 9293 81 9394 81 9495 81 9596 81 9697 81 9798 80 9899 79 10000 78 10101 77
610f0279fa,503 3 602 5 701 7 800 9 900 10 1000 11 1100 12 1200 13 1300 14 1401 14 1501 15 1601 16 1701 17 1801 18 1901 19 2001 20 2100 22 2200 23 2299 25 2398 27 2497 29 2595 32 2695 33 2794 35 2893 37 2992 39 3091 41 3190 43 3289 45 3388 47 3487 49 3585 52 3684 54 3782 57 3881 59 3979 62 4078 64 4177 66 4275 69 4375 70 4475 71 4570 77 4670 78 4772 77 4875 75 4977 74 5080 72 5182 71 5285 69 5387 68 5489 67 5591 66 5693 65 5795 64 5897 63 5999 62 6100 62 6202 61 6303 61 6404 61 6505 61 6606 61 6708 60 6809 60 6910 60 7012 59 7113 59 7214 59 7315 59 7416 59 7516 60 7617 60 7717 61 7815 64 7914 66 8012 69 8111 71 8210 73 8310 74 8409 76 8509 77 8609 78 8710 78 8810 79 8910 80 9010 81 9111 81 9211 82 9312 82 9412 83 9513 83 9614 83 9715 83 9815 84 9915 85 10015 86 10116 86
ce66fda32b,7575 1 7675 2 7776 2 7876 3 7977 3 8078 3 8178 4 8279 4 8380 4 8480 5 8581 5 8681 6 8781 7 8882 7 8982 8 9083 8 9183 9 9284 9 9384 10 9485 10 9585 11 9686 11 9786 12 9887 12 9987 13 10088 13 10188 14
14d9b671a4,
b8a065e744,10097 4 10194 8
290b6aeb20,1 101 103 100 204 100 306 99 408 98 511 96 613 95 715 94 817 93 919 92 1021 91 1123 90 1224 90 1325 90 1427 89 1528 89 1629 89 1730 89 1832 88 1933 88 2035 87 2137 86 2239 85 2340 85 2442 84 2544 83 2645 83 2746 83 2848 82 2949 82 3050 82 3151 82 3251 83 3352 83 3452 84 3553 84 3653 85 3754 85 3854 86 3955 86 4056 86 4157 86 4258 86 4359 86 4460 86 4562 85 4663 85 4764 85 4865 85 4967 84 5068 84 5169 84 5271 83 5372 83 5473 83 5574 83 5676 82 5778 81 5880 80 5984 77 6088 74 6192 71 6296 68 6400 65 6504 62 6610 57 6713 55 6816 53 6918 52 7020 51 7122 50 7224 49 7326 48 7428 47 7530 46 7633 44 7735 43 7837 42 7940 40 8042 39 8144 38 8245 38 8347 37 8449 36 8551 35 8652 35 8753 35 8855 34 8957 33 9058 33 9159 33 9261 32 9363 31 9465 30 9567 29 9670 27 9771 27 9873 26 9974 26 10076 25 10177 25
49830fa829,65 37 166 37 267 37 368 37 469 37 571 36 672 36 773 36 875 35 976 35 1078 34 1179 34 1281 33 1383 32 1484 32 1586 31 1689 29 1791 28 1892 28 1994 27 2096 26 2197 26 2299 25 2400 25 2502 24 2603 24 2705 23 2806 23 2907 23 3008 23 3110 22 3211 22 3312 22 3414 21 3515 21 3616 21 3718 20 3819 20 3920 20 4021 20 4123 19 4224 19 4325 19 4426 19 4527 19 4629 18 4730 18 4831 18 4932 18 5033 18 5134 18 5235 18 5335 19 5436 19 5537 19 5638 19 5739 19 5840 19 5940 20 6041 20 6142 20 6242 21 6343 21 6443 22 6544 22 6644 23 6744 24 6844 25 6944 26 7044 27 7144 28 7245 28 7346 28 7446 29 7546 30 7647 30 7746 32 7846 33 7946 34 8047 34 8147 35 8248 35 8349 35 8450 35 8550 36 8651 36 8752 36 8853 36 8954 36 9054 37 9155 37 9256 37 9357 37 9458 37 9559 37 9660 37 9761 37 9862 37 9963 37 10064 37 10165 37
c2ff775372,1312 2 1410 5 1509 7 1607 10 1706 12 1806 13 1906 14 2005 16 2105 17 2204 19 2303 21 2402 23 2502 24 2602 25 2701 27 2798 31 2895 35 2991 40 3087 45 3183 50 3282 52 3382 53 3482 54 3583 54 3684 54 3784 55 3885 55 3985 56 4086 56 4186 57 4287 57 4388 57 4488 58 4588 59 4688 60 4788 61 4888 62 4987 64 5085 67 5182 71 5281 73 5380 75 5480 76 5579 78 5679 79 5780 79 5880 80 5981 80 6081 81 6182 81 6282 82 6383 82 6483 83 6583 84 6683 85 6783 86 6883 87 6984 87 7084 88 7185 88 7286 88 7387 88 7487 89 7588 89 7688 90 7788 91 7889 91 7990 91 8090 92 8190 93 8290 94 8389 96 8490 96 8591 96 8691 97 8792 97 8893 97 8995 96 9097 95 9200 93 9302 92 9404 91 9507 89 9609 88 9711 87 9812 87 9914 86 10015 86 10116 86
5f5c584d56,
d14105ad2e,80 22 182 21 284 20 386 19 488 18 590 17 692 16 794 15 896 14 998 13 1100 12 1202 11 1303 11 1405 10 1506 10 1608 9 1709 9 1811 8 1913 7 2015 6 2116 6 2218 5 2319 5 2420 5 2522 4 2623 4 2723 5 2824 5 2926 4 3028 3
0b5988d7b0,
f738309aed,80 22 181 22 282 22 383 22 484 22 586 21 687 21 788 21 889 21 990 21 1091 21 1192 21 1293 21 1394 21 1496 20 1597 20 1698 20 1800 19 1902 18 2004 17 2106 16 2209 14 2312 12 2414 11 2517 9 2619 8 2722 6 2825 4 2928 2
2731fa8693,
772abdb8df,
b59cadbfbe,93 9 194 9 294 10 395 10 495 11 596 11 697 11 799 10 901 9 1003 8 1105 7 1207 6 1309 5 1411 4 1512 4 1613 4 1715 3 1817 2
112774ba35,7069 2 7169 3 7267 6 7364 10 7460 15 7552 24 7646 31 7744 34 7843 36 7943 37 8043 38 8143 39 8243 40 8344 40 8444 41 8545 41 8646 41 8747 41 8849 40 8950 40 9051 40 9152 40 9252 41 9353 41 9453 42 9553 43 9654 43 9755 43 9856 43 9957 43 10058 43 10159 43
1819f215f7,
c457249c34,9 76 110 76 210 77 310 78 410 79 510 80 609 81 710 81 811 80 912 79 1013 78 1114 77 1216 76 1317 75 1417 75 1518 74 1618 74 1718 74 1819 73 1920 73 2021 72 2122 71 2223 70 2324 68 2425 66 2528 60 2630 56 2732 47 2833 41 2935 34 3039 29 3143 23 3246 20 3350 13
7b33b2ca6c,
59f5a1afc7,
b05d265497,1112 1 1213 2 1314 3 1415 5 1516 6 1617 7 1718 8 1819 9 1920 11 2021 12 2122 13 2223 15 2324 16 2425 17 2526 18 2627 19 2728 20 2829 21 2930 22 3031 23 3132 24 3233 26 3334 27 3435 29 3536 31 3637 33 3738 35 3839 38 3940 41 4041 44 4142 48 4243 49 4344 51 4445 52 4546 54 4647 57 4748 59 4849 63 4950 66 5051 69 5152 71 5253 74 5354 76 5455 79 5556 81 5657 83 5758 85 5859 87 5960 88 6061 90 6162 91 6263 91 6364 92 6465 93 6566 94 6667 94 6768 95 6869 96 6970 97 7071 97 7172 99 7273 2929
09ff0bf1b8,
ba47b8d963,1 77 102 78 203 78 304 79 405 79 506 79 607 78 708 78 809 77 910 78 1011 78 1112 79 1213 81 1314 83 1415 86 1516 90 1617 94 1718 99 1819 8383
e9032dee29,1842 6 1940 11 2040 13 2116 6 2139 14 2166 4 2215 8 2226 5 2239 15 2264 10 2311 44 2364 14 2409 47 2464 17 2505 53 2564 21 2595 66 2664 7538
57c0f3cf2c,1 98 102 83 203 80 304 74 405 70 506 66 607 63 708 60 809 57 910 55 1011 53 1112 53 1213 52 1314 52 1415 52 1516 52 1617 52 1718 52 1819 51 1920 51 2021 50 2122 49 2223 49 2324 48 2425 47 2526 46 2627 42 2728 37 2829 34 2930 31 3031 29 3132 26 3233 22 3334 14 3435 7
8b1b7b6b9a,
12ef0f8019,78 24 180 23 285 19 394 11 496 10 597 10 698 10 799 10 900 10 1000 11 1102 10 1208 5
a0723cef81,5 97 108 95 212 92 315 90 420 86 523 84 627 81 732 77 836 74 939 72 1043 69 1147 66 1250 64 1352 63 1454 62 1556 61 1658 60 1760 59 1863 57 1968 53 2070 52 2172 51 2273 51 2375 50 2477 49 2578 49 2680 48 2782 47 2883 47 2985 46 3086 46 3187 46 3288 46 3389 46 3490 46 3592 45 3693 45 3794 45 3896 44 3997 44 4098 44 4199 44 4301 43 4402 43 4503 43 4603 44 4704 44 4805 44 4905 45 5006 45 5106 46 5207 46 5308 46 5408 47 5509 47 5610 47 5710 48 5811 48 5911 49 6012 49 6112 50 6213 50 6313 51 6414 51 6514 52 6614 53 6715 53 6815 54 6916 54 7016 55 7116 56 7216 57 7317 57 7417 58 7518 58 7618 59 7718 60 7818 61 7918 62 8018 63 8118 64 8218 65 8318 66 8418 67 8517 69 8618 69 8717 71 8817 72 8917 73 9017 74 9117 75 9217 76 9316 78 9417 78 9517 79 9618 79 9719 79 9819 80 9920 80 10021 80 10122 80
1bb7369c68,
e60b73512b,36 66 137 66 238 66 339 66 440 66 541 66 642 66 743 66 844 66 945 66 1047 65 1148 65 1249 65 1350 65 1451 65 1552 65 1653 65 1754 65 1855 65 1955 66 2056 66 2156 67 2257 67 2357 68 2457 69 2557 70 2657 71 2756 73 2854 76 2951 80 3050 82 3149 84 3248 86 3349 86 3449 87 3550 87 3650 88 3751 88 3852 88 3953 88 4053 89 4154 89 4254 90 4355 90 4455 91 4556 91 4656 92 4756 93 4856 94 4956 95 5056 96 5156 97 5255 4947
e1cbce6620,1 82 102 82 203 83 304 83 405 83 506 83 607 83 708 82 809 82 910 81 1011 81 1112 81 1213 81 1314 80 1415 80 1516 80 1617 80 1718 79 1819 79 1920 78 2021 78 2122 77 2223 76 2324 76 2425 75 2526 75 2627 75 2728 75 2829 75 2930 75 3031 75 3132 75 3233 75 3334 75 3435 75 3536 75 3637 75 3738 75 3839 75 3940 75 4041 74 4142 74 4243 74 4344 74 4445 74 4546 74 4647 74 4748 73 4849 73 4950 73 5051 72 5152 72 5253 71 5354 71 5455 71 5556 70 5657 70 5758 69 5859 68 5960 68 6061 67 6162 67 6263 66 6364 65 6465 65 6566 64 6667 64 6768 63 6869 63 6970 63 7071 62 7172 62 7273 62 7374 62 7475 62 7576 62 7677 62 7778 62 7879 62 7980 62 8081 62 8182 62 8283 62 8384 63 8485 63 8586 63 8687 63 8788 63 8889 63 8990 63 9091 63 9192 63 9293 63 9394 63 9495 63 9596 62 9697 62 9798 62 9899 62 10000 62 10101 62
11b987732e,1615 2 1713 5 1811 8 1910 10 2010 11 2109 13 2209 14 2309 15 2408 17 2508 18 2607 20 2706 22 2805 24 2905 25 3004 27 3103 29 3202 31 3299 35 3396 39 3493 43 3592 45 3692 46 3792 47 3892 48 3992 49 4092 50 4193 50 4293 51 4394 51 4494 52 4594 53 4694 54 4794 55 4894 56 4994 57 5094 58 5194 59 5293 61 5392 63 5490 66 5589 68 5688 70 5787 72 5886 74 5986 75 6086 76 6186 77 6286 78 6386 79 6487 79 6587 80 6688 80 6789 80 6890 80 6991 80 7092 80 7193 80 7293 81 7395 80 7496 80 7598 79 7699 79 7800 79 7902 78 8002 79 8103 79 8202 81 8302 82 8402 83 8503 83 8604 83 8705 83 8806 83 8907 83 9008 83 9108 84 9208 85 9309 85 9410 85 9512 84 9613 84 9715 83 9816 83 9918 82 10019 82 10120 82
20128efc40,
f066ef45be,
1299942387,1 4242 4244 100 4348 97 4451 95 4555 92 4659 89 4761 28 4796 53 4863 25 4900 50 4965 22 5004 47 5068 17 5106 46 5170 14 5208 45 5272 5 5310 44 5413 42 5518 38 5625 32 5728 30 5835 24 5940 20 6047 14 6150 12 6252 11 6360 4 6464 1
5002e0163a,
7467212701,
